,tweet,filtered_tweets,label,score
1970,Bottom line #Biden lied about #Burisma,bottom line biden lied about burisma,negative,0.764377772808075
1971,Operation Change The Subject Has Commenced #JoeBiden #Burisma #Corruption https://t.co/C3Dyqr9SYj,operation change the subject has commenced joebiden burisma corruption httpstcoc3dyqr9syj,neutral,0.7089686393737793
1972,You know what would drive 45 crazy??? #Biden crushing him in the ratings tomorrow. #PassItOn,you know what would drive 45 crazy biden crushing him in the ratings tomorrow passiton,negative,0.5722470879554749
1973,Ironclad proof: phone audio bt #Biden as VP &amp; the Ukrainian government where he tells them they won’t get their billion dollars unless the ethics investigator assigned to the Burisma investigation is fired. This is what Biden was bragging &amp; joking about. https://t.co/zyt6uYkQnG,ironclad proof phone audio bt biden as vp amp the ukrainian government where he tells them they wont get their billion dollars unless the ethics investigator assigned to the burisma investigation is fired this is what biden was bragging amp joking about httpstcozyt6uykqng,neutral,0.5732665657997131
1974,#JoeBiden #HunterBiden https://t.co/s9FjVPwJCQ,joebiden hunterbiden httpstcos9fjvpwjcq,neutral,0.8021083474159241
1975,#JoeBiden #HunterBiden @NPR @NewsHour @NBCNews https://t.co/Gst0KjlowR,joebiden hunterbiden npr newshour nbcnews httpstcogst0kjlowr,neutral,0.8509055376052856
1976,"This. 
#Biden #BigTech #censorship #BigTechCensorship #Election2020 https://t.co/RnpiXbgkRc","this 
biden bigtech censorship bigtechcensorship election2020 httpstcornpixbgkrc",neutral,0.5406471490859985
1977,We have to make sure it does. #NBCNewsIsASellout #NBCBlackout make sure to tune into @ABC &amp; watch #JoeBiden #BidenTownHall https://t.co/3T3bBRB05P,we have to make sure it does nbcnewsisasellout nbcblackout make sure to tune into abc amp watch joebiden bidentownhall httpstco3t3bbrb05p,neutral,0.7301793098449707
1978,"Think. It’s not illegal yet. VOTE!!~~~~~~~~~~~~~~~~~~~~~~
#bidenharris2020 #joebiden #joebiden2020 #bidenharris2020🇺🇸 #kamalaharris #think https://t.co/C37Ha8ljLK","think its not illegal yet vote
bidenharris2020 joebiden joebiden2020 bidenharris2020 kamalaharris think httpstcoc37ha8ljlk",neutral,0.7256515622138977
1979,#Seniors #SeniorCitizens #aarp #grandparents #grandmas #grandpas #Covid19 #JoeBiden #dumptrump #TrumpFailure #TrumpLied #PeopleDied #RepublicanFailure #VoteDemocrat #Biden #VoteJoeBiden #healthcare #ACA #Obamacare #Medicare #Medicaid #SocialSecurity https://t.co/bai2mwYWTN,seniors seniorcitizens aarp grandparents grandmas grandpas covid19 joebiden dumptrump trumpfailure trumplied peopledied republicanfailure votedemocrat biden votejoebiden healthcare aca obamacare medicare medicaid socialsecurity httpstcobai2mwywtn,negative,0.49919649958610535
1980,Cher says #Biden is the only man running for president. #Biden2020 https://t.co/ez4oi2gufs,cher says biden is the only man running for president biden2020 httpstcoez4oi2gufs,neutral,0.7677027583122253
1981,ESPECIALLY WHEN the reveal re #JoeBiden and #HunterBiden CORRUPTION IS the TRUTH! https://t.co/NW835p9UgM,especially when the reveal re joebiden and hunterbiden corruption is the truth httpstconw835p9ugm,neutral,0.7386161684989929
1982,"@RealTina40 #Pelosi #Cuomo #DiBlasio #Covid #Trumpism #Murphy #Biden #Demonrats 

https://t.co/t7ft3fmbhX","realtina40 pelosi cuomo diblasio covid trumpism murphy biden demonrats 

httpstcot7ft3fmbhx",neutral,0.697940468788147
1983,@AngrierWHStaff I voted for #JoeBiden https://t.co/CPXwwb1BeI,angrierwhstaff i voted for joebiden httpstcocpxwwb1bei,neutral,0.8087074160575867
1984,#Biden https://t.co/7be1dLmm3L,biden httpstco7be1dlmm3l,neutral,0.7151057720184326
1985,"Share! #Biden 
https://t.co/TwI3H8bi8N","share biden 
httpstcotwi3h8bi8n",neutral,0.8087224364280701
1986,"#JoeBiden 

https://t.co/iAfKm8OaSU","joebiden 

httpstcoiafkm8oasu",neutral,0.7174111008644104
1987,@alimhaider @marcambinder @washingtonpost @AP no but he is ignoring the grandchild it produced. #joebiden #liar,alimhaider marcambinder washingtonpost ap no but he is ignoring the grandchild it produced joebiden liar,negative,0.793431282043457
1988,16th and Valencia in #SanFrancisco. Notice anything? Yes. #Kamala’s name is before #JoeBiden. Why do you think is that? #Election2020 #California #USA https://t.co/i3JxtNjzuD,16th and valencia in sanfrancisco notice anything yes kamalas name is before joebiden why do you think is that election2020 california usa httpstcoi3jxtnjzud,neutral,0.8670467734336853
1989,#Teachers #education #Seniors #SeniorCitizens #aarp #grandparents #grandmas #grandpas #Covid19 #JoeBiden #dumptrump #TrumpFailure #TrumpLied #PeopleDied #RepublicanFailure #VoteDemocrat #Biden #VoteJoeBiden #healthcare #ACA #Obamacare #Medicare #Medicaid #SocialSecurity https://t.co/bQinqTnFga,teachers education seniors seniorcitizens aarp grandparents grandmas grandpas covid19 joebiden dumptrump trumpfailure trumplied peopledied republicanfailure votedemocrat biden votejoebiden healthcare aca obamacare medicare medicaid socialsecurity httpstcobqinqtnfga,negative,0.5196993947029114
1990,"https://t.co/EEyqKXpR4V

#Biden","httpstcoeeyqkxpr4v

biden",neutral,0.715930163860321
1991,@Canadabuster #JoeBiden fought to get almost $2 Billion US tax dollars so #Amtrak could buy high speed rail trains from #France. One son gets a trains station named after him - #Hunter gets a seat on the #Amtrak Board https://t.co/dv0Cf1kP9z,canadabuster joebiden fought to get almost 2 billion us tax dollars so amtrak could buy high speed rail trains from france one son gets a trains station named after him  hunter gets a seat on the amtrak board httpstcodv0cf1kp9z,neutral,0.7199058532714844
1992,Everyone needs to be tuned into #Biden‘s Townhall. Ratings matter to trump. Let’s wipe him off the map with OUR higher numbers‼️ #Election2020 #BidenHarris2020 https://t.co/uORjnS1QpD,everyone needs to be tuned into bidens townhall ratings matter to trump lets wipe him off the map with our higher numbers election2020 bidenharris2020 httpstcouorjns1qpd,neutral,0.6196712255477905
1993,Hell to the NO #JoeBiden #CreepyJoe #SleepyJoe https://t.co/RLfOXb1Cts,hell to the no joebiden creepyjoe sleepyjoe httpstcorlfoxb1cts,negative,0.6289557218551636
1994,#DonaldTrump roasting #JoeBiden 😂 https://t.co/vgWwfEUMOG,donaldtrump roasting joebiden  httpstcovgwwfeumog,neutral,0.48623156547546387
1995,Who doesn't love  #burtbacharach music? #Biden https://t.co/76bziA0fsT,who doesnt love  burtbacharach music biden httpstco76bzia0fst,neutral,0.5053063631057739
1996,#NeverForget #SleepyJoe #JoeBiden #Democrats  this turd has failed majority of his career. Lets continue his losing streak #2020 https://t.co/Do8h4RkMZx,neverforget sleepyjoe joebiden democrats  this turd has failed majority of his career lets continue his losing streak 2020 httpstcodo8h4rkmzx,negative,0.9591619372367859
1997,"@DonaldJTrumpJr @nonnie_myers @realDonaldTrump Seems to me #Ukraine was used for #laundering of taxpayer money.  We give $1B to Ukraine, and Ukraine gives some of it to politicians and their families.  e.g.  #Biden, #Pelosi, #Romney, ...  This can't be an accident.  #Corruption",donaldjtrumpjr nonniemyers realdonaldtrump seems to me ukraine was used for laundering of taxpayer money  we give 1b to ukraine and ukraine gives some of it to politicians and their families  eg  biden pelosi romney   this cant be an accident  corruption,negative,0.5884747505187988
1998,Twitter CEO Dorsey Responds To #Biden Block-Gate: Unacceptable  https://t.co/Ht9Gat7D9H,twitter ceo dorsey responds to biden blockgate unacceptable  httpstcoht9gat7d9h,negative,0.508612334728241
1999,Fox #News obtains email sent to Hunter #Biden requesting his help as #Ukrainian gas company was being probed https://t.co/KsA9OwHVBj #FoxNews,fox news obtains email sent to hunter biden requesting his help as ukrainian gas company was being probed httpstcoksa9owhvbj foxnews,neutral,0.7754189372062683
2000,"Bad Decisions: The Joe Biden Story
Re-airing 11:00 PM est

#JoeBiden spent almost a half-century at the very top of Washington Politics. An experienced insider, he also became known for some of the WORST DECISIONS EVER MADE. #KamalaHarris #VOTE #MAGA 

https://t.co/kixih0Y7e6 https://t.co/0mozw53fhA","bad decisions the joe biden story
reairing 1100 pm est

joebiden spent almost a halfcentury at the very top of washington politics an experienced insider he also became known for some of the worst decisions ever made kamalaharris vote maga 

httpstcokixih0y7e6 httpstco0mozw53fha",negative,0.8222620487213135
2001,@GuyBruin @nypost Look at the desperate loner dude on the Left trying to portray #Biden as an innocent 47 year DC Insider. #Biden has put his unqualified family members including #HunterBiden in the most important positions making millions off the backs of hard working tax payers. 😂,guybruin nypost look at the desperate loner dude on the left trying to portray biden as an innocent 47 year dc insider biden has put his unqualified family members including hunterbiden in the most important positions making millions off the backs of hard working tax payers ,negative,0.6948496699333191
2002,"#Twitter head #JackDorsey blames ‘poor communication’ in #Biden story takedown, downplaying #BigTech ‘#censorship’ scandal
 https://t.co/4Waco734S8 https://t.co/v6hw2z8VgS","twitter head jackdorsey blames poor communication in biden story takedown downplaying bigtech censorship scandal
 httpstco4waco734s8 httpstcov6hw2z8vgs",negative,0.7068332433700562
2003,"Reminder:

#Biden is the most corrupt vice president in history.","reminder

biden is the most corrupt vice president in history",negative,0.9112482666969299
2004,#biden https://t.co/nATjyTz71B,biden httpstconatjytz71b,neutral,0.7351172566413879
2005,@kylegriffin1 Time to INVESTIGATE the #BIDEN’s and everyone falsely reporting or not reporting on them #KyleGriffin1 #CorruptDemocrats  destroying America,kylegriffin1 time to investigate the bidens and everyone falsely reporting or not reporting on them kylegriffin1 corruptdemocrats  destroying america,negative,0.9422319531440735
2006,#Censorship #News #WorldNews #Trump #Twitter #Facebook #Biden #JoeBiden @realDonaldTrump #HELP #Censor #Media https://t.co/waGrv5wtAF,censorship news worldnews trump twitter facebook biden joebiden realdonaldtrump help censor media httpstcowagrv5wtaf,negative,0.5248395204544067
2007,#HunterBiden #JoeBiden going up in flames. FB and Twitter censoring the story. 👎👎👎👎👎👎 https://t.co/64NaKUtuK0,hunterbiden joebiden going up in flames fb and twitter censoring the story  httpstco64nakutuk0,negative,0.6751574277877808
2008,"👥 🇺🇸¿Quién será el próximo presidente de Estados Unidos? #Biden vs #Trump. 

📺 Este 3 de noviembre sigue la cobertura de las #Elecciones2020 en @ImagenTVMex https://t.co/XE428PpJan"," quin ser el prximo presidente de estados unidos biden vs trump 

 este 3 de noviembre sigue la cobertura de las elecciones2020 en imagentvmex httpstcoxe428ppjan",neutral,0.8643940687179565
2009,#Censorship #News #WorldNews #Trump #Twitter #Facebook #Biden #JoeBiden @realDonaldTrump #HELP #Censor #Media https://t.co/PlCJEe6F72,censorship news worldnews trump twitter facebook biden joebiden realdonaldtrump help censor media httpstcoplcjee6f72,negative,0.5257382988929749
2010,"Timeline: Trump, Giuliani, Biden, and Ukrainegate (updated) https://t.co/kVI1RARpyu Trump will stop at nothing to win.#Biden #BidenHarris2020",timeline trump giuliani biden and ukrainegate updated httpstcokvi1rarpyu trump will stop at nothing to winbiden bidenharris2020,neutral,0.6614723801612854
2011,@TwitterSafety You are still blocking it #Biden #Election2020 https://t.co/TcTRvS7pkN,twittersafety you are still blocking it biden election2020 httpstcotctrvs7pkn,negative,0.6035332679748535
2012,"So @nypost is a great read when it is trashing everyone on the planet except #JoeBiden and his son?

This is what Big Tech is doing.

What will they do if Biden is elected?

#2020Election","so nypost is a great read when it is trashing everyone on the planet except joebiden and his son

this is what big tech is doing

what will they do if biden is elected

2020election",neutral,0.4381219446659088
2013,Why Won't #JoeBiden Repudiate #AntiSemitic #Democrats? | Opinion https://t.co/4E4CjbrqY9,why wont joebiden repudiate antisemitic democrats  opinion httpstco4e4cjbrqy9,negative,0.5813203454017639
2014,@Breaking911 From Russia with love. #JoeBiden,breaking911 from russia with love joebiden,positive,0.5815383195877075
2015,#Censorship #News #WorldNews #Trump #Twitter #Facebook #Biden #JoeBiden @realDonaldTrump #HELP #Censor #Media https://t.co/r60M5YmNC1,censorship news worldnews trump twitter facebook biden joebiden realdonaldtrump help censor media httpstcor60m5ymnc1,negative,0.54084312915802
2016,"No one should share or link to the NY Post report

#HunterBiden #HunterBidenEmails #JoeBiden","no one should share or link to the ny post report

hunterbiden hunterbidenemails joebiden",negative,0.7563834190368652
2017,"#BoycottNBC. No way baby 👶 Donny, after refusing to debate, should be allowed to bully his way on to prime time! Watch @ABC and support #JoeBiden #RT. #Retweet https://t.co/mx3DO0F7G0",boycottnbc no way baby  donny after refusing to debate should be allowed to bully his way on to prime time watch abc and support joebiden rt retweet httpstcomx3do0f7g0,negative,0.728362500667572
2018,@K_JeanPierre thank you #JoeBiden,kjeanpierre thank you joebiden,positive,0.8360798954963684
2019,Smoking-gun email reveals how Hunter Biden introduced Ukrainian businessman to VP dad via @JudiciaryGOP https://t.co/CloCCXkBdl #DemsAreCorrupt #dems #joebiden,smokinggun email reveals how hunter biden introduced ukrainian businessman to vp dad via judiciarygop httpstcocloccxkbdl demsarecorrupt dems joebiden,neutral,0.6462938785552979
2020,"Get the latest Coronavirus #news with our #Coronavirus tab. Get numbers at a glance or dive deep into the numbers by state

Download the beta version today! https://t.co/eIRgyKM67L

#trump #biden🇺🇸 #politics #elections #BreakingNews #tech #ml #ai #blm #climate 
#BBMAs #stocks https://t.co/zOOEcGyNsR","get the latest coronavirus news with our coronavirus tab get numbers at a glance or dive deep into the numbers by state

download the beta version today httpstcoeirgykm67l

trump biden politics elections breakingnews tech ml ai blm climate 
bbmas stocks httpstcozooecgynsr",neutral,0.8174132704734802
2021,Even people who vote for #JoeBiden know he’s senile and totally unfit to be President. Functional signing hand is all he is... https://t.co/Wuketk3Ffm,even people who vote for joebiden know hes senile and totally unfit to be president functional signing hand is all he is httpstcowuketk3ffm,negative,0.9234892725944519
2022,Being overlooked in the Biden story is the FBI HAD THE LAPTOP AND EMAILS SINCE 2019!! WTF!!?? #HunterBiden #JoeBiden #BurismaBiden,being overlooked in the biden story is the fbi had the laptop and emails since 2019 wtf hunterbiden joebiden burismabiden,neutral,0.5904205441474915
2023,"Bad Decisions: The Joe Biden Story
Re-airing 11:00 PM est

#JoeBiden spent almost a half-century at the very top of Washington Politics. An experienced insider, he also became known for some of the WORST DECISIONS EVER MADE. #KamalaHarris #VOTE #MAGA 

https://t.co/kixih0Y7e6 https://t.co/jVnnvfjW00","bad decisions the joe biden story
reairing 1100 pm est

joebiden spent almost a halfcentury at the very top of washington politics an experienced insider he also became known for some of the worst decisions ever made kamalaharris vote maga 

httpstcokixih0y7e6 httpstcojvnnvfjw00",negative,0.8233606219291687
2024,"@VinceCoglianese @Twitter @TwitterSafety @TwitterSupport @Jack Read this above! #JoeBiden Said so himself Biden absolutely pressured the Ukrainians to fire the prosecutor. He's said so himself. Understand! The Truth is the Truth, unless it's the Truth of it you #Censor 🤨",vincecoglianese twitter twittersafety twittersupport jack read this above joebiden said so himself biden absolutely pressured the ukrainians to fire the prosecutor hes said so himself understand the truth is the truth unless its the truth of it you censor ,negative,0.5359790921211243
2025,Amazon associates react to $15 minimum wage announcement https://t.co/fWrCAx2qaz via @YouTube TruthAmerica Median Household income n #Mississippi $44K #Louisiana 47K #kentucky $48k #NorthCarolina $52k #JoeBiden taxes Rich 4 #15hr #childcare &amp; free Pre K #Trump #Republicans deny U,amazon associates react to 15 minimum wage announcement httpstcofwrcax2qaz via youtube truthamerica median household income n mississippi 44k louisiana 47k kentucky 48k northcarolina 52k joebiden taxes rich 4 15hr childcare amp free pre k trump republicans deny u,neutral,0.6727532148361206
2026,#Trump: '#Biden family treated the vice presidency as a for-#profit corporation' https://t.co/FJeGO6xD16,trump biden family treated the vice presidency as a forprofit corporation httpstcofjego6xd16,neutral,0.628602147102356
2027,"@Newsweek Violent! Why people? I don't get it. #Trump or #Biden won't pay any of ur legal bills if u get into trouble.

Be Calm &amp; #Vote -#NoViolence https://t.co/twQED3HMLQ","newsweek violent why people i dont get it trump or biden wont pay any of ur legal bills if u get into trouble

be calm amp vote noviolence httpstcotwqed3hmlq",negative,0.8478113412857056
2028,"Overall, #Biden leads #Trump in a #MN statewide poll by David Binder Research 52-41, but to see rural areas also favoring #JoeBiden suggest that #MN01 @RepHagedorn's ethics woes are bringing the #MNGOP down.
#VoteFeehan 
#HagedornVotersGotSuckered 
#FlipMN01
#VoteBidenHarris2020 https://t.co/oOOqQb7XdW https://t.co/YnhJNztkBS","overall biden leads trump in a mn statewide poll by david binder research 5241 but to see rural areas also favoring joebiden suggest that mn01 rephagedorns ethics woes are bringing the mngop down
votefeehan 
hagedornvotersgotsuckered 
flipmn01
votebidenharris2020 httpstcooooqqb7xdw httpstcoynhjnztkbs",neutral,0.7389987707138062
2029,"Bad Decisions: The Joe Biden Story
Re-airing 11:00 PM est

#JoeBiden spent almost a half-century at the very top of Washington Politics. An experienced insider, he also became known for some of the WORST DECISIONS EVER MADE. #KamalaHarris #VOTE #MAGA 

https://t.co/kixih0Y7e6 https://t.co/JsselBEVko","bad decisions the joe biden story
reairing 1100 pm est

joebiden spent almost a halfcentury at the very top of washington politics an experienced insider he also became known for some of the worst decisions ever made kamalaharris vote maga 

httpstcokixih0y7e6 httpstcojsselbevko",negative,0.8154023885726929
2030,"Which competing town hall will you be watching tomorrow night? 

It was a poor move by NBC to schedule its town hall at the exact same time as the already scheduled Biden one. 

Americans should have the chance to watch and listen to both. 

#Biden #Trump #Vote #Debates2020","which competing town hall will you be watching tomorrow night 

it was a poor move by nbc to schedule its town hall at the exact same time as the already scheduled biden one 

americans should have the chance to watch and listen to both 

biden trump vote debates2020",negative,0.5683159232139587
2031,"So @NBCNews deliberately planned the #TrumpTownHall at the EXACT.SAME.TIME. that @abcnews is doing their own town hall w/ @JoeBiden.

I feel sure they did this for 2 reasons:
1.They knew trump would never let upp that they did a TH with #Biden &amp;not him.
2.Biden will steal ratings https://t.co/lINi92Av9a","so nbcnews deliberately planned the trumptownhall at the exactsametime that abcnews is doing their own town hall w joebiden

i feel sure they did this for 2 reasons
1they knew trump would never let upp that they did a th with biden ampnot him
2biden will steal ratings httpstcolini92av9a",negative,0.5459532141685486
2032,@michellecubell4 @MrMichaelBurkes Where did you get your info at? The Fake News owned by 6 corporations? U think the fact the media HATES #Trump should tell you something. #Biden been in office 40 years. What’s he gonna do for u now that he couldn’t do before? 🤷‍♂️ https://t.co/MWVzt3jCGU,michellecubell4 mrmichaelburkes where did you get your info at the fake news owned by 6 corporations u think the fact the media hates trump should tell you something biden been in office 40 years whats he gonna do for u now that he couldnt do before  httpstcomwvzt3jcgu,negative,0.7679551243782043
2033,"Trump is allowed free airtime daily, mocks &amp; disengages from the proper forums &amp; NBC treats him like a hero. Or more likely how they treated Lauer until he was publicly outed. #BoycottNBC #Biden #VoteBiden  #NBCIsTrumpsAccomplice  https://t.co/4Dv3qAwj26",trump is allowed free airtime daily mocks amp disengages from the proper forums amp nbc treats him like a hero or more likely how they treated lauer until he was publicly outed boycottnbc biden votebiden  nbcistrumpsaccomplice  httpstco4dv3qawj26,neutral,0.5704979300498962
2034,"The Democrats at Amy Barrett's confirmation hearing showed the American people how terrible the Democratic Party is. The number one priority is to keep and expand the massive murders of unborn children and number 2 is to promote the immoral, homosexual lifestyle.
#JoeBiden #Trump","the democrats at amy barretts confirmation hearing showed the american people how terrible the democratic party is the number one priority is to keep and expand the massive murders of unborn children and number 2 is to promote the immoral homosexual lifestyle
joebiden trump",negative,0.9641876220703125
2035,#QuidProJoe #Biden  https://t.co/O1SLVVOeI8,quidprojoe biden  httpstcoo1slvvoei8,neutral,0.8352223038673401
2036,"@Weinsteinlaw @JoeBiden @Lin_Manuel @HamiltonMusical Andrew, I find this rather sad. It appears that #JoeBiden has to lure people into donating by promising to have Broadway entertainment at this event.😢🤣😢",weinsteinlaw joebiden linmanuel hamiltonmusical andrew i find this rather sad it appears that joebiden has to lure people into donating by promising to have broadway entertainment at this event,negative,0.8544978499412537
2037,@timcast #joebiden https://t.co/BdetIEqBdE,timcast joebiden httpstcobdetieqbde,neutral,0.76363605260849
2038,#VoteBiden #JoeBiden #VoteDemocrat #RemoveRepublicans #GOPutin #democrats #kentucky #pennsylvania #ohio #florida #wisconsin #michigan #texas LOL! #KayleighMcEnancy #seniors #seniorcitizens #miami #todosconbiden #latinas #women #womensrights #equaljustice #blacklivesmatter #blm https://t.co/Fjdl0o2ttO,votebiden joebiden votedemocrat removerepublicans goputin democrats kentucky pennsylvania ohio florida wisconsin michigan texas lol kayleighmcenancy seniors seniorcitizens miami todosconbiden latinas women womensrights equaljustice blacklivesmatter blm httpstcofjdl0o2tto,neutral,0.7830352187156677
2039,#Quoterix #QuoterixNews #News  #biden #election #election2020 #joebiden #trump #president #campaign Biden says campaign raised a record $383 million in September https://t.co/j1acysrkIM,quoterix quoterixnews news  biden election election2020 joebiden trump president campaign biden says campaign raised a record 383 million in september httpstcoj1acysrkim,neutral,0.724801242351532
2040,"The truth is starting to come out.  Democrats desperate to seize power so they can stop the investigation and re-bury the evidence.
#Biden #BidenTownHall #BidenEmails #JoeBiden #JoeBidenIsALiar #DemocratsAreCorrupt https://t.co/1SJi4VT1sa","the truth is starting to come out  democrats desperate to seize power so they can stop the investigation and rebury the evidence
biden bidentownhall bidenemails joebiden joebidenisaliar democratsarecorrupt httpstco1sji4vt1sa",negative,0.6492791771888733
2041,"@TheJordanRachel #DemonRats are scum.

#LockThemAllUp
#LockThemUp
#RegimeChange4iran
#Obama
#Biden
#HillaryClinton
#Killary
#HillarysEmails

Bombshell news
https://t.co/GeQP3U8rni","thejordanrachel demonrats are scum

lockthemallup
lockthemup
regimechange4iran
obama
biden
hillaryclinton
killary
hillarysemails

bombshell news
httpstcogeqp3u8rni",negative,0.8603367805480957
2042,"#Trump acusó a #Biden de querer darle todo a los regímenes de Cuba, Venezuela y Nicaragua https://t.co/PGhJbxfRBg",trump acus a biden de querer darle todo a los regmenes de cuba venezuela y nicaragua httpstcopghjbxfrbg,neutral,0.7863014936447144
2043,"🤬Twitter今天正式惹怒我了，剛才我要轉推NYP關於拜登的這篇文章連結，營運方居然直接擋下不給推，我還以為自己在用微信或QQ呢🤮 
主流社交媒體連最後一片淨土也要淪為中國化了嗎!?
#Biden  #CENSORED https://t.co/0gmd6om5IJ https://t.co/R89hDPESqO","twitternypqq 

biden  censored httpstco0gmd6om5ij httpstcor89hdpesqo",neutral,0.5602197051048279
2044,"It is now undeniable that our President, @realdonaldtrump, was impeached for speaking with Ukraine truthfully about things #JoeBiden and his son #HunterBiden actually did. President Trump was impeached for seeking the truth. 

#DrainTheSwamp #MAGA #VoteTrump","it is now undeniable that our president realdonaldtrump was impeached for speaking with ukraine truthfully about things joebiden and his son hunterbiden actually did president trump was impeached for seeking the truth 

draintheswamp maga votetrump",neutral,0.5623313188552856
2045,@VinceCoglianese This here is the reason why #JoeBiden needs to be brought to justice. My vote is going to @POTUS 🇺🇸,vincecoglianese this here is the reason why joebiden needs to be brought to justice my vote is going to potus ,neutral,0.603011965751648
2046,"@GregMolidor I’ll be watching #JoeBiden #BidenHarris2020 
I’ll be #BoycottNBC #BoycottMSNBC","gregmolidor ill be watching joebiden bidenharris2020 
ill be boycottnbc boycottmsnbc",neutral,0.4996669590473175
2047,#censorship #Biden #Burisma #HarrisBiden2020 https://t.co/nLqYAVCKAt,censorship biden burisma harrisbiden2020 httpstconlqyavckat,neutral,0.7262839674949646
2048,@realDonaldTrump #CHINA needs to release EVERYTHING about #Obama and #Biden or else face high tariffs and lock-out form doing business in the United States. It's time to put an end to them once and for all. The CCP must be obliterated.,realdonaldtrump china needs to release everything about obama and biden or else face high tariffs and lockout form doing business in the united states its time to put an end to them once and for all the ccp must be obliterated,negative,0.7910118103027344
2049,"@realDSteinberg @DonaldJTrumpJr Are Trump's #TaxReturns in those emails? What is it going to take for you and the @TuckerCarlson's of the #FauxConservative party to demand honesty and transparency from Trump? You've had 5 years and have FAILED miserably to demand better.
215,000 dead and still counting.
#Biden","realdsteinberg donaldjtrumpjr are trumps taxreturns in those emails what is it going to take for you and the tuckercarlsons of the fauxconservative party to demand honesty and transparency from trump youve had 5 years and have failed miserably to demand better
215000 dead and still counting
biden",negative,0.8767245411872864
2050,"Oscar the midnight rider 1111 account has been SUSPENDED for speaking the truth.

#Biden #Hunter #BidensUnitingUS #ObamaBidenGate #BidenHarris2020 https://t.co/HaBwxp4joO","oscar the midnight rider 1111 account has been suspended for speaking the truth

biden hunter bidensunitingus obamabidengate bidenharris2020 httpstcohabwxp4joo",neutral,0.5153896808624268
2051,"People who say they're #Leftists are shitting all over Bernie Sanders, Noam Chomsky, Angela Davis, AOC, and John Lewis for supporting #Biden as a harm reduction move. They're not ""revolutionary enough"". This cannibalizing is why the left loses despite having better ideas.",people who say theyre leftists are shitting all over bernie sanders noam chomsky angela davis aoc and john lewis for supporting biden as a harm reduction move theyre not revolutionary enough this cannibalizing is why the left loses despite having better ideas,negative,0.8560248613357544
2052,@JoeBiden confessing in 2018 to what @nypost reported today. I've been talking about this since #Maidan at #zerohedge. Watch &amp; make up your own mind. Finally US mainstream has picked it up. #Biden=clear &amp; present danger. #TrumpPence2020 #BidenHarris2020 https://t.co/5cPYvRV2O6,joebiden confessing in 2018 to what nypost reported today ive been talking about this since maidan at zerohedge watch amp make up your own mind finally us mainstream has picked it up bidenclear amp present danger trumppence2020 bidenharris2020 httpstco5cpyvrv2o6,neutral,0.7793501615524292
2053,"Did @jack and @Twitter seriously suspend @kayleighmcenany for talking about #HunterBiden?? The crackhead, stripper fucking, son of #JoeBiden ??? Pathetic.",did jack and twitter seriously suspend kayleighmcenany for talking about hunterbiden the crackhead stripper fucking son of joebiden  pathetic,negative,0.947637677192688
2054,@TwitterSafety You’ve violated Section 230 of the Communications Decency Act of 1996 by Censoring @nypost article concerning #JoeBiden &amp; #HunterBiden. This could also be a violation of FEC Regulations concerning Campaign Contributions &amp; Equal Access to Biden’s opponents. #BidenEmails,twittersafety youve violated section 230 of the communications decency act of 1996 by censoring nypost article concerning joebiden amp hunterbiden this could also be a violation of fec regulations concerning campaign contributions amp equal access to bidens opponents bidenemails,negative,0.7390913367271423
2055,"#TrumpTards  are evil crazy. They want war, they want death. Don't be surprised if they vote for #Biden as a reason to say Biden cheated to get their civil race war started.

#DumpTrump #VoteBiden #BidenHarris2020 #CRAZYrepublicans #VoteBlueToSaveAmerica","trumptards  are evil crazy they want war they want death dont be surprised if they vote for biden as a reason to say biden cheated to get their civil race war started

dumptrump votebiden bidenharris2020 crazyrepublicans votebluetosaveamerica",negative,0.9410294890403748
2056,"@nypost Never seen so many desperate Libtards for #Biden get so upset about a story.  Must have finally struck a nerve. 
#LiberalismIsAMentalDisorder 
#Trump2020LandslideVictory","nypost never seen so many desperate libtards for biden get so upset about a story  must have finally struck a nerve 
liberalismisamentaldisorder 
trump2020landslidevictory",negative,0.8432744741439819
2057,I really hope #ABC moves #JoeBiden  #TownHall to 9pm instead of 8!,i really hope abc moves joebiden  townhall to 9pm instead of 8,neutral,0.5244926810264587
2058,@HawleyMO @BernardKerik @tedcruz @LindseyGrahamSC @DonaldJTrumpJr --- #Biden unemployed donors = foreign donations? Investigate! https://t.co/WTztnFp904,hawleymo bernardkerik tedcruz lindseygrahamsc donaldjtrumpjr  biden unemployed donors  foreign donations investigate httpstcowtztnfp904,neutral,0.7425734400749207
2059,"Duh, original disc was imaged (copied) on that date most likely. #Burisma @nypost #Biden #Ukraine #InfluencePeddling #UnofficialMeeting #JoeCantRemember @BillKristol https://t.co/3xBBBaz1VU",duh original disc was imaged copied on that date most likely burisma nypost biden ukraine influencepeddling unofficialmeeting joecantremember billkristol httpstco3xbbbaz1vu,neutral,0.8974438905715942
2060,@RyannMcEnany @Twitter @jack Big tech vs. Democracy... censorship 20 days b4 the election &amp; the fix is in to protect  #JoeBiden,ryannmcenany twitter jack big tech vs democracy censorship 20 days b4 the election amp the fix is in to protect  joebiden,neutral,0.7461851835250854
